
UniProt accession:I1RAE5
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q9C1E9
GO ID	Go Term	GO Evidence Code
GO:0007031	peroxisome organization	IEA	

UniProt accession:G4NF65
GO ID	Go Term	GO Evidence Code
GO:0007165	signal transduction	IEA	

UniProt accession:B2SRG7
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q4I5U9
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	
GO:0051726	regulation of cell cycle	IEA	

UniProt accession:Q9RBW3
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IEA	
GO:0034053	modulation by symbiont of host defense-related programmed cell death	IEA	

UniProt accession:Q8TFN4
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:Q04802
GO ID	Go Term	GO Evidence Code
GO:0005975	carbohydrate metabolic process	IEA	
GO:0006043	glucosamine catabolic process	IGI	
GO:0006044	N-acetylglucosamine metabolic process	IEA	
GO:0006046	N-acetylglucosamine catabolic process	IEP	
GO:0006046	N-acetylglucosamine catabolic process	IMP	
GO:0006046	N-acetylglucosamine catabolic process	IGI	
GO:0006046	N-acetylglucosamine catabolic process	IDA	
GO:0009405	pathogenesis	IMP	
GO:0030447	filamentous growth	IMP	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	

UniProt accession:A4ULJ1
GO ID	Go Term	GO Evidence Code
GO:0006696	ergosterol biosynthetic process	IEA	
GO:0032259	methylation	IEA	
GO:0055114	oxidation-reduction process	IEA	
GO:0070988	demethylation	IEA	

UniProt accession:P53705
GO ID	Go Term	GO Evidence Code
GO:0007049	cell cycle	IEA	
GO:0007120	axial cellular bud site selection	IMP	
GO:0007155	cell adhesion	IEA	
GO:0007155	cell adhesion	TAS	
GO:0007155	cell adhesion	IMP	
GO:0009405	pathogenesis	IMP	
GO:0030447	filamentous growth	IMP	
GO:0031589	cell-substrate adhesion	IMP	
GO:0044117	growth of symbiont in host	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:0044403	symbiosis, encompassing mutualism through parasitism	IMP	
GO:0051301	cell division	IEA	

UniProt accession:Q4PHC9
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	
GO:0046777	protein autophosphorylation	IEA	
GO:0061093	negative regulation of phospholipid translocation	IEA	
GO:0070941	eisosome assembly	IEA	

UniProt accession:Q9C1Q9
GO ID	Go Term	GO Evidence Code
GO:0007186	G-protein coupled receptor signaling pathway	IEA	

UniProt accession:O42825
GO ID	Go Term	GO Evidence Code
GO:0000920	cytokinetic cell separation	IMP	
GO:0006075	(1->3)-beta-D-glucan biosynthetic process	IMP	
GO:0006184	GTP catabolic process	IDA	
GO:0007264	small GTPase mediated signal transduction	IEA	
GO:0007264	small GTPase mediated signal transduction	ISS	
GO:0007266	Rho protein signal transduction	IDA	
GO:0030010	establishment of cell polarity	IMP	
GO:0030448	hyphal growth	IMP	
GO:0035690	cellular response to drug	IMP	

UniProt accession:Q5YCX0
GO ID	Go Term	GO Evidence Code
GO:0006031	chitin biosynthetic process	IEA	

UniProt accession:J9VI93
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q875L6
GO ID	Go Term	GO Evidence Code
GO:0007264	small GTPase mediated signal transduction	IEA	
GO:0043547	positive regulation of GTPase activity	IEA	
GO:0051056	regulation of small GTPase mediated signal transduction	IEA	

UniProt accession:G4MRZ9
GO ID	Go Term	GO Evidence Code
GO:0007067	mitotic nuclear division	IEA	
GO:0008150	biological_process	ND	

UniProt accession:D4IAW2
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006352	DNA-templated transcription, initiation	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q9UW16
GO ID	Go Term	GO Evidence Code
GO:0006452	translational frameshifting	IEA	
GO:0045901	positive regulation of translational elongation	IEA	
GO:0045905	positive regulation of translational termination	IEA	

UniProt accession:Q9HFW4
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:O74205
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IDA	
GO:0009403	toxin biosynthetic process	IDA	
GO:0045893	positive regulation of transcription, DNA-templated	IDA	

UniProt accession:Q59QS7
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IEA	
GO:0006366	transcription from RNA polymerase II promoter	IEA	
GO:0034605	cellular response to heat	IMP	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	
GO:0044117	growth of symbiont in host	IMP	
GO:0070783	growth of unicellular organism as a thread of attached cells	IMP	
GO:0070785	negative regulation of growth of unicellular organism as a thread of attached cells	IMP	
GO:1900443	regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	

UniProt accession:Q9B334
GO ID	Go Term	GO Evidence Code
GO:0022904	respiratory electron transport chain	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q4WXL8
GO ID	Go Term	GO Evidence Code
GO:0030148	sphingolipid biosynthetic process	ISS	

UniProt accession:Q99067
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q9C2Y1
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0042545	cell wall modification	IEA	

UniProt accession:A0ST42
GO ID	Go Term	GO Evidence Code
GO:0055085	transmembrane transport	IEA	

UniProt accession:J9MJU9
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:I1RFK9
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:Q51P78
GO ID	Go Term	GO Evidence Code
GO:0000045	autophagic vacuole assembly	IEA	
GO:0006810	transport	IEA	
GO:0006914	autophagy	IEA	
GO:0015031	protein transport	IEA	

UniProt accession:K8Z7I4
GO ID	Go Term	GO Evidence Code
GO:0009877	nodulation	IEA	

UniProt accession:G0T3B3
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:Q59P00
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0009267	cellular response to starvation	IMP	
GO:0015848	spermidine transport	IMP	
GO:0030447	filamentous growth	IMP	
GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	IMP	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:0051454	intracellular pH elevation	IMP	
GO:0055085	transmembrane transport	IEA	
GO:0071248	cellular response to metal ion	IMP	
GO:1903711	spermidine transmembrane transport	IMP	

UniProt accession:P01555
GO ID	Go Term	GO Evidence Code
GO:0006471	protein ADP-ribosylation	IMP	
GO:0009405	pathogenesis	IEA	
GO:0009405	pathogenesis	IMP	
GO:0030819	positive regulation of cAMP biosynthetic process	IDA	
GO:0031640	killing of cells of other organism	IMP	
GO:0042517	positive regulation of tyrosine phosphorylation of Stat3 protein	IDA	

UniProt accession:A4L9V1
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:D6BK26
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	

UniProt accession:I1RA89
GO ID	Go Term	GO Evidence Code
GO:0015706	nitrate transport	IEA	
GO:0015707	nitrite transport	IEA	
GO:0055085	transmembrane transport	IEA	

UniProt accession:H9AWW9
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q75WC3
GO ID	Go Term	GO Evidence Code
GO:0006259	DNA metabolic process	IEA	
GO:0006261	DNA-dependent DNA replication	IEA	
GO:0006265	DNA topological change	IEA	

UniProt accession:G5EH08
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	

UniProt accession:D0KML5
GO ID	Go Term	GO Evidence Code
GO:0000154	rRNA modification	IEA	
GO:0006364	rRNA processing	IEA	
GO:0031167	rRNA methylation	IEA	
GO:0032259	methylation	IEA	

UniProt accession:P32964
GO ID	Go Term	GO Evidence Code
GO:0006807	nitrogen compound metabolic process	IEA	

UniProt accession:I1RXV6
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:G4N3R9
GO ID	Go Term	GO Evidence Code
GO:0007165	signal transduction	RCA	
GO:0044271	cellular nitrogen compound biosynthetic process	IEP	

UniProt accession:P0A1D7
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	

UniProt accession:D0Z9U0
GO ID	Go Term	GO Evidence Code
GO:0030261	chromosome condensation	IEA	

UniProt accession:Q59Y20
GO ID	Go Term	GO Evidence Code
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	IBA	
GO:0007049	cell cycle	IEA	
GO:0007155	cell adhesion	IMP	
GO:0009405	pathogenesis	IMP	
GO:0030447	filamentous growth	IMP	
GO:0043709	cell adhesion involved in single-species biofilm formation	IMP	
GO:0044011	single-species biofilm formation on inanimate substrate	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:0051301	cell division	IEA	
GO:0071555	cell wall organization	IEA	
GO:0071555	cell wall organization	IMP	

UniProt accession:I1RN43
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:A5CVB7
GO ID	Go Term	GO Evidence Code
GO:0009058	biosynthetic process	IEA	

UniProt accession:I1RKF3
GO ID	Go Term	GO Evidence Code
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q5KAF1
GO ID	Go Term	GO Evidence Code
GO:0006493	protein O-linked glycosylation	IEA	
GO:0097502	mannosylation	IEA	

UniProt accession:Q875J4
GO ID	Go Term	GO Evidence Code
GO:0006184	GTP catabolic process	IEA	
GO:0007165	signal transduction	IEA	
GO:0007186	G-protein coupled receptor signaling pathway	IEA	
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	IEA	

UniProt accession:Q70YY7
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:O13407
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0008152	metabolic process	IEA	
GO:0055085	transmembrane transport	IEA	

UniProt accession:I1S0S6
GO ID	Go Term	GO Evidence Code
GO:0000165	MAPK cascade	IEA	
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q96UH9
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q02LV5
GO ID	Go Term	GO Evidence Code
GO:0005975	carbohydrate metabolic process	IEA	

UniProt accession:J5K093
GO ID	Go Term	GO Evidence Code
GO:0006486	protein glycosylation	IEA	
GO:0097502	mannosylation	IEA	

UniProt accession:Q9L6V6
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IEA	

UniProt accession:P30598
GO ID	Go Term	GO Evidence Code
GO:0006031	chitin biosynthetic process	IEA	
GO:0071555	cell wall organization	IEA	

UniProt accession:Q4WKG5
GO ID	Go Term	GO Evidence Code
GO:0006184	GTP catabolic process	IEA	
GO:0007017	microtubule-based process	IEA	
GO:0051258	protein polymerization	IEA	

UniProt accession:E1AP33
GO ID	Go Term	GO Evidence Code
GO:0006824	cobalt ion transport	IEA	
GO:0015693	magnesium ion transport	IEA	
GO:0030001	metal ion transport	IEA	
GO:0055085	transmembrane transport	IEA	

UniProt accession:Q8Z6N2
GO ID	Go Term	GO Evidence Code
GO:0006935	chemotaxis	IEA	
GO:0008152	metabolic process	IEA	
GO:0030254	protein secretion by the type III secretion system	IEA	
GO:0071973	bacterial-type flagellum-dependent cell motility	IEA	

UniProt accession:Q5KB00
GO ID	Go Term	GO Evidence Code
GO:0032321	positive regulation of Rho GTPase activity	IEA	
GO:0035023	regulation of Rho protein signal transduction	IEA	
GO:0035556	intracellular signal transduction	IEA	
GO:0050790	regulation of catalytic activity	IEA	

UniProt accession:Q5AD72
GO ID	Go Term	GO Evidence Code
GO:0006486	protein glycosylation	IEA	
GO:0035268	protein mannosylation	IMP	
GO:0046354	mannan biosynthetic process	IMP	

UniProt accession:Q9C443
GO ID	Go Term	GO Evidence Code
GO:0006171	cAMP biosynthetic process	IEA	
GO:0009190	cyclic nucleotide biosynthetic process	IEA	
GO:0035556	intracellular signal transduction	IEA	

UniProt accession:P0A1I4
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0009306	protein secretion	IEA	
GO:0009405	pathogenesis	IEA	
GO:0015031	protein transport	IEA	

UniProt accession:I1RTL1
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:I1RD16
GO ID	Go Term	GO Evidence Code
GO:0038032	termination of G-protein coupled receptor signaling pathway	IEA	

UniProt accession:I1S1I6
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:I1RS48
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:P43078
GO ID	Go Term	GO Evidence Code
GO:0006470	protein dephosphorylation	IEA	
GO:0016311	dephosphorylation	IEA	
GO:0035335	peptidyl-tyrosine dephosphorylation	IEA	

UniProt accession:Q1A1Y7
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0007165	signal transduction	IEA	
GO:0016310	phosphorylation	IEA	
GO:0023014	signal transduction by phosphorylation	IEA	

UniProt accession:I1RQL4
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006950	response to stress	IEA	

UniProt accession:P15801
GO ID	Go Term	GO Evidence Code
GO:0006260	DNA replication	IEA	
GO:0006261	DNA-dependent DNA replication	IEA	
GO:0006264	mitochondrial DNA replication	IDA	
GO:0006264	mitochondrial DNA replication	IMP	
GO:0071897	DNA biosynthetic process	IEA	
GO:0071897	DNA biosynthetic process	IDA	
GO:0090305	nucleic acid phosphodiester bond hydrolysis	IDA	

UniProt accession:C5J0G7
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:G1UA02
GO ID	Go Term	GO Evidence Code
GO:0000413	protein peptidyl-prolyl isomerization	IEA	
GO:0008152	metabolic process	IEA	

UniProt accession:G4N8E3
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IEA	
GO:0006366	transcription from RNA polymerase II promoter	IEA	

UniProt accession:Q8XYE3
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:B1GVX4
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:I1RYZ7
GO ID	Go Term	GO Evidence Code
GO:0001302	replicative cell aging	IEA	
GO:0006184	GTP catabolic process	IEA	
GO:0007124	pseudohyphal growth	IEA	
GO:0007165	signal transduction	IEA	
GO:0007186	G-protein coupled receptor signaling pathway	IEA	
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	IEA	
GO:0008361	regulation of cell size	IEA	
GO:0009757	hexose mediated signaling	IEA	
GO:0010255	glucose mediated signaling pathway	IEA	
GO:0030437	ascospore formation	IEA	

UniProt accession:I1RA39
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:O14427
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0009405	pathogenesis	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:G4MTZ0
GO ID	Go Term	GO Evidence Code
GO:0006457	protein folding	IEA	
GO:0043581	mycelium development	IEP	

UniProt accession:C5A845
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0007165	signal transduction	IEA	
GO:0016310	phosphorylation	IEA	
GO:0023014	signal transduction by phosphorylation	IEA	

UniProt accession:Q6EH42
GO ID	Go Term	GO Evidence Code
GO:0006184	GTP catabolic process	IEA	
GO:0007165	signal transduction	IEA	
GO:0007186	G-protein coupled receptor signaling pathway	IEA	
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	IEA	

UniProt accession:Q8ZQ52
GO ID	Go Term	GO Evidence Code
GO:0006144	purine nucleobase metabolic process	IEA	

UniProt accession:G0X7U3
GO ID	Go Term	GO Evidence Code
GO:0006313	transposition, DNA-mediated	IEA	
GO:0015074	DNA integration	IEA	

UniProt accession:Q8Z6M3
GO ID	Go Term	GO Evidence Code
GO:0009306	protein secretion	IEA	
GO:0009405	pathogenesis	IEA	
GO:0015031	protein transport	IEA	

UniProt accession:Q6RKH3
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:I1RCC9
GO ID	Go Term	GO Evidence Code
GO:0006171	cAMP biosynthetic process	IEA	
GO:0007165	signal transduction	IEA	
GO:0009190	cyclic nucleotide biosynthetic process	IEA	
GO:0035556	intracellular signal transduction	IEA	

UniProt accession:C4YLK8
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	
