New PHI-base Acc	Old PHI-base Acc	UniProt Acc	Gene Name (PHI-base)	Gene Names (UniProt)	Protein Names (UniProt)	EMBL Accessions (UniProt)	Pathogen Taxon	Disease	Host Taxon	Cotyledons	GO Annotations (UniProt)	GO Annotations (PHI-base)	Phenotype Outcome	Defects	Inducers	CAS Registry IDs	ChEBI IDs	FRAC Codes	FRAC Mode of Action	FRAC Target Site	FRAC Group	FRAC Chemical Group	FRAC Common Name	FRAC Resistance Risk	FRAC Comment	Experiment Specifications	Curators	Species Experts	PubMed IDs	Curation Date
PHI:I2800	PHI:3015	Q3K359	LiaR	SAK_0392	DNA-binding response regulator, LuxR family	CP000114	1311:Streptococcus agalactiae		10090:Mus musculus (house mouse) 	n\a	GO:0003677:DNA binding; GO:0000160: phosphorelay signal transduction system; GO:0003700: sequence-specific DNA binding transcription factor activity; GO:0006351: transcription, DNA-templated		POO:0000002:reduced virulence		ampicillin;bacitracin;cefotaxime;colistin;ll-37;nisin;polymixin b;vancomycin	28001;28669;37943;71629;28971;204928;8309;LL-37	CHEBI:28971;CHEBI:28669;CHEBI:204928;CHEBI:37943;CHEBI:81664;CHEBI:71629;CHEBI:76842									ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		23704792: Klinzing DC, Ishmael N, Dunning Hotopp JC, Tettelin H, Shields KR, Madoff LC, Puopolo KM. (2013). "The two-component response regulator LiaR regulates cell wall stress responses, pili expression and virulence in group B Streptococcus." Microbiology 159(pt 7): 1521-1534. 10.1099/mic.0.064444-0.	2014-12-16
PHI:I2801	PHI:3017	J9VXZ9	Mpr1	CNAG_04735	Extracellular elastinolytic metalloproteinase	CP003829	5207:Cryptococcus neoformans		10090:Mus musculus (house mouse) 	n\a	GO:0005615:extracellular space; GO:0004222: metalloendopeptidase activity; GO:0008270: zinc ion binding		POO:0000002:reduced virulence													ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		24895304: Vu K, Tham R, Uhrig JP, Thompson GR 3rd, Na Pombejra S, Jamklang M, Bautos JM, Gelli A. (2014). "Invasion of the central nervous system by Cryptococcus neoformans requires a secreted fungal metalloprotease." MBio 5(3): e01101-14. 10.1128/mbio.01101-14.	2014-12-16
PHI:I2802	PHI:3018	B7VSJ8	Vsp	VS_II0815	Putative SI family secreted trypsin-like serine protease	FM954973	212663:Vibrio tasmaniensis		29159:Crassostrea gigas (Pacific oyster) 	n\a	GO:0004252:serine-type endopeptidase activity		POO:0000002:reduced virulence	In Vitro Growth:Wild Type												ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		24919412: Vanhove AS, Duperthuy M, Charrière GM, Le Roux F, Goudenège D, Gourbal B, Kieffer-Jaquinod S, Couté Y, Wai SN, Destoumieux-Garzón D. (2014). "Outer membrane vesicles are vehicles for the delivery of Vibrio tasmaniensis virulence factors to oyster immune cells." Environ Microbiol (): . .	2014-12-16
PHI:I2803	PHI:3019	G5EI34	MoLys2	MGCH7_ch7g332;MGG_02611	L-aminoadipate-semialdehyde dehydrogenase	CM000230;CM001237	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0004043:L-aminoadipate-semialdehyde dehydrogenase activity; GO:0019878: lysine biosynthetic process via aminoadipic acid; GO:0043581: mycelium development; GO:0031177: phosphopantetheine binding		POO:0000002:reduced virulence	Pre-penetration:No;In Vitro Growth:Reduced;Vegetative Spores:Reduced												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		24731804: Chen Y, Zuo R, Zhu Q, Sun Y, Li M, Dong Y, Ru Y, Zhang H, Zheng X, Zhang Z. (2014). "MoLys2 is necessary for growth, conidiogenesis, lysine biosynthesis, and pathogenicity in Magnaporthe oryzae." Fungal Genet Biol 67(): 51-57. 10.1016/j.fgb.2014.04.001.	2014-12-16
PHI:I2804	PHI:3020	Q5AKU6	ssk1	SSK1;CaO19.12498;CaO19.5031	Oxidative stress response two-component system protein SSK1	AF084608;AACQ01000010;AACQ01000009	5476:Candida albicans		10090:Mus musculus (house mouse) 	n\a	GO:0034605:cellular response to heat; GO:0036244: cellular response to neutral pH; GO:0034599: cellular response to oxidative stress; GO:0009267: cellular response to starvation; GO:0020012: evasion or tolerance of host immune response; GO:0030447: filamentous growth; GO:0044182: filamentous growth of a population of unicellular organisms; GO:0036180: filamentous growth of a population of unicellular organisms in response to biotic stimulus; GO:0036178: filamentous growth of a population of unicellular organisms in response to neutral pH; GO:0036170: filamentous growth of a population of unicellular organisms in response to starvation; GO:0031505: fungal-type cell wall organization; GO:0009405: pathogenesis; GO:0000156: phosphorelay response regulator activity; GO:0000160: phosphorelay signal transduction system; GO:1900445: positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus; GO:1900442: positive regulation of filamentous growth of a population of unicellular organisms in response to neutral pH; GO:1900436: positive regulation of filamentous growth of a population of unicellular organisms in response to starvation; GO:1900428: regulation of filamentous growth of a population of unicellular organisms		POO:0000002:reduced virulence		nacl	26710										ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		24905535: Herrero-de-Dios C, Alonso-Monge R, Pla J. (2014). "The lack of upstream elements of the Cek1 and Hog1 mediated pathways leads to a synthetic lethal phenotype upon osmotic stress in Candida albicans." Fungal Genet Biol 69(): 31-42. 10.1016/j.fgb.2014.05.010.	2014-12-16
PHI:I2805	PHI:3021	Q5ALT5	msb2	MSB2;CaO19.1490;CaO19.9067	Potential cell surface flocculin	AACQ01000008;AACQ01000007	5476:Candida albicans		10090:Mus musculus (house mouse) 	n\a	GO:0009986:cell surface; GO:0005576: extracellular region; GO:0030447: filamentous growth; GO:0044182: filamentous growth of a population of unicellular organisms; GO:0031505: fungal-type cell wall organization; GO:0043410: positive regulation of filamentous growth of a population of unicellular organisms; GO:1900430: positive regulation of MAPK cascade; GO:1900233: positive regulation of single-species biofilm formation on inanimate substrate		POO:0000002:reduced virulence		nacl	26711										ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		24905535: Herrero-de-Dios C, Alonso-Monge R, Pla J. (2014). "The lack of upstream elements of the Cek1 and Hog1 mediated pathways leads to a synthetic lethal phenotype upon osmotic stress in Candida albicans." Fungal Genet Biol 69(): 31-42. 10.1016/j.fgb.2014.05.010.	2014-12-16
PHI:I2806	PHI:3022	Q5AQ36	sho1	SHO1;SSU81;CaO19.12235;CaO19.4772	High osmolarity signaling protein SHO1 (Osmosensor SHO1)	AJ272003;AACQ01000001;AACQ01000002	5476:Candida albicans		10090:Mus musculus (house mouse) 	n\a	GO:0000902:cell morphogenesis; GO:0036244: cellular response to neutral pH; GO:0034599: cellular response to oxidative stress; GO:0030447: filamentous growth; GO:0044182: filamentous growth of a population of unicellular organisms; GO:0036180: filamentous growth of a population of unicellular organisms in response to biotic stimulus; GO:0036178: filamentous growth of a population of unicellular organisms in response to neutral pH; GO:0009272: fungal-type cell wall biogenesis; GO:0031505: fungal-type cell wall organization; GO:0016021: integral component of membrane; GO:0007232: osmosensory signaling pathway via Sho1 osmosensor; GO:0005886: plasma membrane; GO:0090033: positive regulation of filamentous growth; GO:1900430: positive regulation of filamentous growth of a population of unicellular organisms		POO:0000002:reduced virulence		nacl	26712										ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		24905535: Herrero-de-Dios C, Alonso-Monge R, Pla J. (2014). "The lack of upstream elements of the Cek1 and Hog1 mediated pathways leads to a synthetic lethal phenotype upon osmotic stress in Candida albicans." Fungal Genet Biol 69(): 31-42. 10.1016/j.fgb.2014.05.010.	2014-12-16
PHI:I2807	PHI:3023	Q5A753	opy2	CaO19.12576;CaO19.5110;orf19.5110	Uncharacterized protein	AACQ01000053;AACQ01000052	5476:Candida albicans		10090:Mus musculus (house mouse) 	n\a	GO:0009272:fungal-type cell wall biogenesis		POO:0000002:reduced virulence		nacl	26713										ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		24905535: Herrero-de-Dios C, Alonso-Monge R, Pla J. (2014). "The lack of upstream elements of the Cek1 and Hog1 mediated pathways leads to a synthetic lethal phenotype upon osmotic stress in Candida albicans." Fungal Genet Biol 69(): 31-42. 10.1016/j.fgb.2014.05.010.	2014-12-16
PHI:I2808	PHI:3024	J9VV14	 Cln1	CNAG_06092	Cyclin	CP003831	5207:Cryptococcus neoformans		7137:Galleria mellonella (greater wax moth) 	n\a	GO:0005634:nucleus		POO:0000003:unaffected pathogenicity													ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		24939886: García-Rodas R, Cordero RJ, Trevijano-Contador N, Janbon G, Moyrand F, Casadevall A, Zaragoza O. (2014). "Capsule growth in Cryptococcus neoformans is coordinated with cell cycle progression." MBio 5(3): e00945-14. 10.1128/mbio.00945-14.	2014-12-16
PHI:I2809	PHI:3025	X5IFG8	RnPKS1	RnPKS1	Polyketide synthase	AB818840	77044:Rosellinia necatrix		106564:Malus prunifolia	Dicot	GO:0009058:biosynthetic process; GO:0016788: hydrolase activity, acting on ester bonds; GO:0016740: transferase activity		POO:0000003:unaffected pathogenicity													ESO:0000013:gene silencing	Rashmi Pant,Molecular Connections		24742836: Shimizu T, Ito T, Kanematsu S. (2014). "Functional analysis of a melanin biosynthetic gene using RNAi-mediated gene silencing in Rosellinia necatrix." Fungal Biol 118(4): 413-421. 10.1016/j.funbio.2014.02.006.	2014-12-16
PHI:I2810	PHI:3026	O34208	ExoU	exoU;pepA;CR64_16680;EXC2;RS14	ExoU (Exosortase) (PepA) (Type III effector protein) (Type three secretion effector protein)	U97065;AF027291;AY273870;DQ437744;JHEU01000413	287:Pseudomonas aeruginosa		10090:Mus musculus (house mouse) 	n\a	GO:0006629:lipid metabolic process		POO:0000004:increased virulence (hypervirulence)	In Vitro Growth:Wild Type												ESO:0000015:transient expression in host organism	Rashmi Pant,Molecular Connections		24821799: Czechowska K, McKeithen-Mead S, Al Moussawi K, Kazmierczak BI. (2014). "Cheating by type 3 secretion system-negative Pseudomonas aeruginosa during pulmonary infection." Proc Natl Acad Sci U S A 111(21): 7801-7806. 10.1073/pnas.1400782111.	2014-12-16
PHI:I2811	PHI:3027	A5CUE1	Vatr1	CMM_2645	Putative transcriptional regulator, TetR family	AM711867	33013:Clavibacter michiganensis subsp. michiganensis		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0003677:DNA binding; GO:0006355: regulation of transcription, DNA-templated; GO:0006351: transcription, DNA-templated		POO:0000002:reduced virulence	In Vitro Growth:Wild Type												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		24940988: Savidor A, Chalupowicz L, Teper D, Gartemann KH, Eichenlaub R, Manulis-Sasson S, Barash I, Sessa G. (2014). "Clavibacter michiganensis subsp. michiganensis Vatr1 and Vatr2 transcriptional regulators are required for virulence in tomato." Mol Plant Microbe Interact 27(10): 1035-1047. 10.1094/mpmi-02-14-0061-r.	2014-12-16
PHI:I2812	PHI:3028	A5CVB7	Vatr2	CMM_2969	Putative transcriptional regulator containing an aminotransferase domain	AM711867	33013:Clavibacter michiganensis subsp. michiganensis		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0009058:biosynthetic process; GO:0030170: pyridoxal phosphate binding; GO:0008483: transaminase activity		POO:0000002:reduced virulence	In Vitro Growth:Wild Type												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		24940988: Savidor A, Chalupowicz L, Teper D, Gartemann KH, Eichenlaub R, Manulis-Sasson S, Barash I, Sessa G. (2014). "Clavibacter michiganensis subsp. michiganensis Vatr1 and Vatr2 transcriptional regulators are required for virulence in tomato." Mol Plant Microbe Interact 27(10): 1035-1047. 10.1094/mpmi-02-14-0061-r.	2014-12-16
PHI:I2813	PHI:3029	Q5KAF1	PMT2	CNJ01930	Dolichyl-phosphate-mannose-protein mannosyltransferase, putative	AE017350	5207:Cryptococcus neoformans		7091:Bombyx mori (domestic silkworm) 	n\a	GO:0000030:mannosyltransferase activity; GO:0016020: membrane; GO:0006493: protein O-linked glycosylation		POO:0000004:increased virulence (hypervirulence)	In Vitro Growth:Reduced;Mating Defect:Yes												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		24892554: Shimizu K, Imanishi Y, Toh-e A, Uno J, Chibana H, Hull CM, Kawamoto S. (2014). "Functional characterization of PMT2, encoding a protein-O-mannosyltransferase, in the human pathogen Cryptococcus neoformans." Fungal Genet Biol 69(): 13-22. 10.1016/j.fgb.2014.05.007.	2014-12-16
PHI:I2814	PHI:3029	Q5KAF1	PMT2	CNJ01930	Dolichyl-phosphate-mannose-protein mannosyltransferase, putative	AE017350	5207:Cryptococcus neoformans		7091:Bombyx mori (domestic silkworm) 	n\a	GO:0000030:mannosyltransferase activity; GO:0016020: membrane; GO:0006493: protein O-linked glycosylation															ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		24892554: Shimizu K, Imanishi Y, Toh-e A, Uno J, Chibana H, Hull CM, Kawamoto S. (2014). "Functional characterization of PMT2, encoding a protein-O-mannosyltransferase, in the human pathogen Cryptococcus neoformans." Fungal Genet Biol 69(): 13-22. 10.1016/j.fgb.2014.05.007.	2014-12-16
PHI:I2815	PHI:3029	Q5KAF1	PMT2	CNJ01930	Dolichyl-phosphate-mannose-protein mannosyltransferase, putative	AE017350	5207:Cryptococcus neoformans		7091:Bombyx mori (domestic silkworm) 	n\a	GO:0000030:mannosyltransferase activity; GO:0016020: membrane; GO:0006493: protein O-linked glycosylation															ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		24892554: Shimizu K, Imanishi Y, Toh-e A, Uno J, Chibana H, Hull CM, Kawamoto S. (2014). "Functional characterization of PMT2, encoding a protein-O-mannosyltransferase, in the human pathogen Cryptococcus neoformans." Fungal Genet Biol 69(): 13-22. 10.1016/j.fgb.2014.05.007.	2014-12-16
PHI:I2816	PHI:3032	Q595M4	GapA	gapA	GapA (Fragment)	AY556150;AY556153;AY556154;AY556155;AY556160;AY556161;AY556162;AY556163;AY556164;AY556165;AY556166;AY556167;AY556168;AY556169;AY556170;AY556171;AY556172;AY556173;AY556174;AY556175;AY556176;AY556177;AY556179;AY556180;AY556181;AY556183;AY556184;AY556185;AY556186;AY556189;AY556191;AY556192;AY556193;AY556196;AY556197;AY556198;AY556199;AY556200;AY556201;AY556202;AY556203;AY556204;AY556205;AY556208;AY556209;AY556210;AY556211;AY556213;AY556222;AY556223;AY556225;AY556226;KC130901	2096:Mycoplasma gallisepticum		9031:Gallus gallus (chicken) 	n\a			POO:0000003:unaffected pathogenicity													ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		23657682: Tseng CW, Kanci A, Citti C, Rosengarten R, Chiu CJ, Chen ZH, Geary SJ, Browning GF, Markham PF. (2013). "MalF is essential for persistence of Mycoplasma gallisepticum in vivo." Microbiology 159(pt 7): 1459-1470. 10.1099/mic.0.067553-0.	2014-12-16
PHI:I2817	PHI:3033	D3FJS3	CrmA	crmA;MGF_1316	Cytadherence related molecule A (CrmA)	CP001873	2096:Mycoplasma gallisepticum		9031:Gallus gallus (chicken) 	n\a			POO:0000002:reduced virulence													ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		23657682: Tseng CW, Kanci A, Citti C, Rosengarten R, Chiu CJ, Chen ZH, Geary SJ, Browning GF, Markham PF. (2013). "MalF is essential for persistence of Mycoplasma gallisepticum in vivo." Microbiology 159(pt 7): 1459-1470. 10.1099/mic.0.067553-0.	2014-12-16
PHI:I2818	PHI:3034	V5W1E0	malF	GCW_01440	Sugar ABC transporter permease	CP006916	2096:Mycoplasma gallisepticum		9031:Gallus gallus (chicken) 	n\a	GO:0016021:integral component of membrane; GO:0006810: transport		POO:0000001:loss of pathogenicity													ESO:0000019:uncharacterised gene mutation	Rashmi Pant,Molecular Connections		23657682: Tseng CW, Kanci A, Citti C, Rosengarten R, Chiu CJ, Chen ZH, Geary SJ, Browning GF, Markham PF. (2013). "MalF is essential for persistence of Mycoplasma gallisepticum in vivo." Microbiology 159(pt 7): 1459-1470. 10.1099/mic.0.067553-0.	2014-12-16
PHI:I2819	PHI:3035	I1RFM2	FgERG3A	FG02502.1;FGSG_02502	C-5 sterol desaturase (Uncharacterized protein)	DS231663	5518:Fusarium graminearum		4565:Triticum aestivum (bread wheat) 	Monocot	GO:0000248:C-5 sterol desaturase activity; GO:0005783: endoplasmic reticulum; GO:0006696: ergosterol biosynthetic process; GO:0006633: fatty acid biosynthetic process; GO:0016021: integral component of membrane; GO:0005506: iron ion binding		POO:0000002:reduced virulence	Vegetative Spores:Reduced;In Vitro Growth:Reduced												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		24785759: Yun Y, Yin D, Dawood DH, Liu X, Chen Y, Ma Z. (2014). "Functional characterization of FgERG3 and FgERG5 associated with ergosterol biosynthesis, vegetative differentiation and virulence of Fusarium graminearum." Fungal Genet Biol 68(): 60-70. 10.1016/j.fgb.2014.04.010.	2014-12-16
PHI:I2820	PHI:3037	I1RE80	FgERG5A	FG01959.1;FGSG_01959	Cytochrome P450 61 (Uncharacterized protein)	DS231663	5518:Fusarium graminearum		4565:Triticum aestivum (bread wheat) 	Monocot	GO:0000249:C-22 sterol desaturase activity; GO:0005783: endoplasmic reticulum; GO:0006696: ergosterol biosynthetic process; GO:0020037: heme binding; GO:0005506: iron ion binding; GO:0004497: monooxygenase activity		POO:0000002:reduced virulence	Vegetative Spores:Reduced;In Vitro Growth:Wild Type												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		24785759: Yun Y, Yin D, Dawood DH, Liu X, Chen Y, Ma Z. (2014). "Functional characterization of FgERG3 and FgERG5 associated with ergosterol biosynthesis, vegetative differentiation and virulence of Fusarium graminearum." Fungal Genet Biol 68(): 60-70. 10.1016/j.fgb.2014.04.010.	2014-12-16
PHI:I2821	PHI:3039	U3MXJ8	MoSPA2		Spa2	KF201869	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot			POO:0000003:unaffected pathogenicity	Vegetative Spores:Reduced;Vegetative Spores:Aberrant;In Vitro Growth:Reduced												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		24859315: Li C, Yang J, Zhou W, Chen XL, Huang JG, Cheng ZH, Zhao WS, Zhang Y, Peng YL. (2014). "A spindle pole antigen gene MoSPA2 is important for polar cell growth of vegetative hyphae and conidia, but is dispensable for pathogenicity in Magnaporthe oryzae." Curr Genet 60(4): 255-263. 10.1007/s00294-014-0431-4.	2014-12-16
PHI:I2822	PHI:3039	U3MXJ8	MoSPA2		Spa2	KF201869	318829:Magnaporthe oryzae		4513:Hordeum vulgare	Monocot			POO:0000003:unaffected pathogenicity	Vegetative Spores:Reduced;Vegetative Spores:Aberrant;In Vitro Growth:Reduced												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		24859315: Li C, Yang J, Zhou W, Chen XL, Huang JG, Cheng ZH, Zhao WS, Zhang Y, Peng YL. (2014). "A spindle pole antigen gene MoSPA2 is important for polar cell growth of vegetative hyphae and conidia, but is dispensable for pathogenicity in Magnaporthe oryzae." Curr Genet 60(4): 255-263. 10.1007/s00294-014-0431-4.	2014-12-16
