New PHI-base Acc	Old PHI-base Acc	UniProt Acc	Gene Name (PHI-base)	Gene Names (UniProt)	Protein Names (UniProt)	EMBL Accessions (UniProt)	Pathogen Taxon	Disease	Host Taxon	Cotyledons	GO Annotations (UniProt)	GO Annotations (PHI-base)	Phenotype Outcome	Defects	Inducers	CAS Registry IDs	ChEBI IDs	FRAC Codes	FRAC Mode of Action	FRAC Target Site	FRAC Group	FRAC Chemical Group	FRAC Common Name	FRAC Resistance Risk	FRAC Comment	Experiment Specifications	Curators	Species Experts	PubMed IDs	Curation Date
PHI:I428	PHI:450	Q5UB48	SKN7	SKN7	Skn7	AY766114	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0005634:nucleus; GO:0000160: phosphorelay signal transduction system; GO:0043565: sequence-specific DNA binding; GO:0003700: sequence-specific DNA binding transcription factor activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		16041017: Wormley FL Jr, Heinrich G, Miller JL, Perfect JR, Cox GM. (2005). "Identification and characterization of an SKN7 homologue in Cryptococcus neoformans." Infect Immun 73(8): 5022-5030. 10.1128/iai.73.8.5022-5030.2005.	2015-01-13
PHI:I429	PHI:451	O74189	PMT1	PMT1;CaJ7.0330;CaO19.12638;CaO19.5171	Dolichyl-phosphate-mannose--protein mannosyltransferase 1 (Protein mannosyltransferase 1) (EC 2.4.1.109)	AF000232;AP006852;AACQ01000061;AACQ01000060	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0031589:cell-substrate adhesion; GO:0035690: cellular response to drug; GO:0036244: cellular response to neutral pH; GO:0009267: cellular response to starvation; GO:0004169: dolichyl-phosphate-mannose-protein mannosyltransferase activity; GO:0005789: endoplasmic reticulum membrane; GO:0030447: filamentous growth; GO:0044182: filamentous growth of a population of unicellular organisms; GO:0036178: filamentous growth of a population of unicellular organisms in response to neutral pH; GO:0036170: filamentous growth of a population of unicellular organisms in response to starvation; GO:0031505: fungal-type cell wall organization; GO:0044117: growth of symbiont in host; GO:0016021: integral component of membrane; GO:0000030: mannosyltransferase activity; GO:0016020: membrane; GO:0045861: negative regulation of proteolysis; GO:0009405: pathogenesis; GO:0005886: plasma membrane; GO:0006493: protein O-linked glycosylation; GO:0035269: protein O-linked mannosylation; GO:0044011: single-species biofilm formation on inanimate substrate	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		9694829: Timpel C, Strahl-Bolsinger S, Ziegelbauer K, Ernst JF. (1998). "Multiple functions of Pmt1p-mediated protein O-mannosylation in the fungal pathogen Candida albicans." J Biol Chem 273(33): 20837-20846. 10.1074/jbc.273.33.20837.	2015-01-13
PHI:I430	PHI:452	Q9UVB5	PMT6	PMT6	Protein mannosyltransferase	AF104916	5477:Candida boidinii	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0000030:mannosyltransferase activity; GO:0016020: membrane; GO:0006493: protein O-linked glycosylation	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		10809683: Timpel C, Zink S, Strahl-Bolsinger S, Schröppel K, Ernst J. (2000). "Morphogenesis, adhesive properties, and antifungal resistance depend on the Pmt6 protein mannosyltransferase in the fungal pathogen candida albicans." J Bacteriol 182(11): 3063-3071. 10.1128/jb.182.11.3063-3071.2000.	2015-01-13
PHI:I431	PHI:453	Q5ACU3	PMT5	PMT5;CaO19.7549	Dolichyl-phosphate-mannose--protein mannosyltransferase 5 (Protein mannosyltransferase 5) (EC 2.4.1.109)	AACQ01000032	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0031589:cell-substrate adhesion; GO:0035690: cellular response to drug; GO:0009267: cellular response to starvation; GO:0004169: dolichyl-phosphate-mannose-protein mannosyltransferase activity; GO:0005789: endoplasmic reticulum membrane; GO:0030447: filamentous growth; GO:0036170: filamentous growth of a population of unicellular organisms in response to starvation; GO:0031505: fungal-type cell wall organization; GO:0044117: growth of symbiont in host; GO:0016021: integral component of membrane; GO:0000030: mannosyltransferase activity; GO:0045861: negative regulation of proteolysis; GO:0009405: pathogenesis; GO:0005886: plasma membrane; GO:0006493: protein O-linked glycosylation; GO:0035269: protein O-linked mannosylation; GO:0044011: single-species biofilm formation on inanimate substrate	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		16040968: Rouabhia M, Schaller M, Corbucci C, Vecchiarelli A, Prill SK, Giasson L, Ernst JF. (2005). "Virulence of the fungal pathogen Candida albicans requires the five isoforms of protein mannosyltransferases." Infect Immun 73(8): 4571-4580. 10.1128/iai.73.8.4571-4580.2005.	2015-01-13
PHI:I432	PHI:453	Q5ACU3	PMT5	PMT5;CaO19.7549	Dolichyl-phosphate-mannose--protein mannosyltransferase 5 (Protein mannosyltransferase 5) (EC 2.4.1.109)	AACQ01000032	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0031589:cell-substrate adhesion; GO:0035690: cellular response to drug; GO:0009267: cellular response to starvation; GO:0004169: dolichyl-phosphate-mannose-protein mannosyltransferase activity; GO:0005789: endoplasmic reticulum membrane; GO:0030447: filamentous growth; GO:0036170: filamentous growth of a population of unicellular organisms in response to starvation; GO:0031505: fungal-type cell wall organization; GO:0044117: growth of symbiont in host; GO:0016021: integral component of membrane; GO:0000030: mannosyltransferase activity; GO:0045861: negative regulation of proteolysis; GO:0009405: pathogenesis; GO:0005886: plasma membrane; GO:0006493: protein O-linked glycosylation; GO:0035269: protein O-linked mannosylation; GO:0044011: single-species biofilm formation on inanimate substrate		POO:0000003:unaffected pathogenicity													ESO:0000001:gene disruption	Thomas Baldwin		15659169: Prill SK, Klinkert B, Timpel C, Gale CA, Schröppel K, Ernst JF. (2005). "PMT family of Candida albicans: five protein mannosyltransferase isoforms affect growth, morphogenesis and antifungal resistance." Mol Microbiol 55(2): 546-560. 10.1111/j.1365-2958.2004.04401.x.	2015-01-13
PHI:I433	PHI:453	Q5ACU3	PMT5	PMT5;CaO19.7549	Dolichyl-phosphate-mannose--protein mannosyltransferase 5 (Protein mannosyltransferase 5) (EC 2.4.1.109)	AACQ01000032	5476:Candida albicans	DOID:1508:candidiasis	9606:Homo sapiens (human) 	n\a	GO:0031589:cell-substrate adhesion; GO:0035690: cellular response to drug; GO:0009267: cellular response to starvation; GO:0004169: dolichyl-phosphate-mannose-protein mannosyltransferase activity; GO:0005789: endoplasmic reticulum membrane; GO:0030447: filamentous growth; GO:0036170: filamentous growth of a population of unicellular organisms in response to starvation; GO:0031505: fungal-type cell wall organization; GO:0044117: growth of symbiont in host; GO:0016021: integral component of membrane; GO:0000030: mannosyltransferase activity; GO:0045861: negative regulation of proteolysis; GO:0009405: pathogenesis; GO:0005886: plasma membrane; GO:0006493: protein O-linked glycosylation; GO:0035269: protein O-linked mannosylation; GO:0044011: single-species biofilm formation on inanimate substrate	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		16040968: Rouabhia M, Schaller M, Corbucci C, Vecchiarelli A, Prill SK, Giasson L, Ernst JF. (2005). "Virulence of the fungal pathogen Candida albicans requires the five isoforms of protein mannosyltransferases." Infect Immun 73(8): 4571-4580. 10.1128/iai.73.8.4571-4580.2005.	2015-01-13
PHI:I434	PHI:454	Q5ADM9	PMT2	PMT2;CaO19.14104;CaO19.6812	Dolichyl-phosphate-mannose--protein mannosyltransferase 2 (Protein mannosyltransferase 2) (EC 2.4.1.109)	AACQ01000029;AACQ01000028	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0035690:cellular response to drug; GO:0004169: dolichyl-phosphate-mannose-protein mannosyltransferase activity; GO:0005789: endoplasmic reticulum membrane; GO:0036178: filamentous growth of a population of unicellular organisms in response to neutral pH; GO:0016021: integral component of membrane; GO:0016020: membrane; GO:0009405: pathogenesis; GO:0005886: plasma membrane; GO:0044011: single-species biofilm formation on inanimate substrate	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		16040968: Rouabhia M, Schaller M, Corbucci C, Vecchiarelli A, Prill SK, Giasson L, Ernst JF. (2005). "Virulence of the fungal pathogen Candida albicans requires the five isoforms of protein mannosyltransferases." Infect Immun 73(8): 4571-4580. 10.1128/iai.73.8.4571-4580.2005.	2015-01-13
PHI:I435	PHI:455	Q00523	CAP59		CAP59	L26508	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a		GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000001:gene disruption;ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		8007987: Chang YC, Kwon-Chung KJ. (1994). "Complementation of a capsule-deficient mutation of Cryptococcus neoformans restores its virulence." Mol Cell Biol 14(7): 4912-4919. .	2015-01-13
PHI:I436	PHI:455	Q00523	CAP59		CAP59	L26508	178876:Cryptococcus neoformans var. grubii	DOID:12053:cryptococcosis	7137:Galleria mellonella (greater wax moth) 	n\a		GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000002:gene deletion;ESO:0000007:gene complementation	Sabrina Holland;Kim Hammond-Kosack,Rothamsted Research		15972469: Mylonakis E, Moreno R, El Khoury JB, Idnurm A, Heitman J, Calderwood SB, Ausubel FM, Diener A. (2005). "Galleria mellonella as a model system to study Cryptococcus neoformans pathogenesis." Infect Immun 73(7): 3842-3850. 10.1128/iai.73.7.3842-3850.2005.	2015-01-13
PHI:I437	PHI:455	Q00523	CAP59		CAP59	L26508	178876:Cryptococcus neoformans var. grubii	DOID:12053:cryptococcosis	7227:Drosophila melanogaster (fruit fly) 	n\a		GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000002:gene deletion;ESO:0000007:gene complementation	Sabrina Holland;Kim Hammond-Kosack,Rothamsted Research		15075271: Apidianakis Y, Rahme LG, Heitman J, Ausubel FM, Calderwood SB, Mylonakis E. (2004). "Challenge of Drosophila melanogaster with Cryptococcus neoformans and role of the innate immune response." Eukaryot Cell 3(2): 413-419. 10.1128/ec.3.2.413-419.2004.	2015-01-13
PHI:I438	PHI:455	Q00523	CAP59		CAP59	L26508	178876:Cryptococcus neoformans var. grubii	DOID:12053:cryptococcosis	6239:Caenorhabditis elegans	n\a		GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000002:gene deletion;ESO:0000007:gene complementation	Sabrina Holland;Kim Hammond-Kosack,Rothamsted Research		12438649: Mylonakis E, Ausubel FM, Perfect JR, Heitman J, Calderwood SB. (2002). "Killing of Caenorhabditis elegans by Cryptococcus neoformans as a model of yeast pathogenesis." Proc Natl Acad Sci U S A 99(24): 15675-15680. 10.1073/pnas.232568599.	2015-01-13
PHI:I439	PHI:457	Q5A409	CHS2	CHS2;CaO19.7298	Chitin synthase Chs2p	AACQ01000069	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0030428:cell septum; GO:0006038: cell wall chitin biosynthetic process; GO:0004100: chitin synthase activity		POO:0000003:unaffected pathogenicity													ESO:0000001:gene disruption	Thomas Baldwin		8016141: Gow NA, Robbins PW, Lester JW, Brown AJ, Fonzi WA, Chapman T, Kinsman OS. (1994). "A hyphal-specific chitin synthase gene (CHS2) is not essential for growth, dimorphism, or virulence of Candida albicans." Proc Natl Acad Sci U S A 91(13): 6216-6220. 10.1073/pnas.91.13.6216.;8636047: Mio T, Yabe T, Sudoh M, Satoh Y, Nakajima T, Arisawa M, Yamada-Okabe H. (1996). "Role of three chitin synthase genes in the growth of Candida albicans." J Bacteriol 178(8): 2416-2419. .	2015-01-13
PHI:I440	PHI:458	O94196	MHP1		Magnaporin	AF126872	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0005576:extracellular region	GO:0009405(IMP):pathogenesis;GO:0044412(IMP):growth or development of symbiont in host;GO:0009847(IMP):spore germination;GO:0030437(IMP):ascospore formation	POO:0000002:reduced virulence	Pre-penetration:Yes;Penetration:No;Spore Germination:Reduced;Vegetative Spores:Reduced;In Vitro Growth:Unaffected												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research;Thomas Baldwin		16101997: Kim S, Ahn IP, Rho HS, Lee YH. (2005). "MHP1, a Magnaporthe grisea hydrophobin gene, is required for fungal development and plant colonization." Mol Microbiol 57(5): 1224-1237. 10.1111/j.1365-2958.2005.04750.x.	2015-01-13
PHI:I441	PHI:459;PHI:460	Q99067;Q99071	UhbE1;UhbW1	UhbE1;UHO_0424;UhbW1;UHO_0423	UhbE1 mating type protein (UhbE1 protein);UhbW1 protein	Z18532;AM118080;Z18532;AM118080	120017:Ustilago hordei;120017:Ustilago hordei		112509:Hordeum vulgare subsp. vulgare (domesticated barley) 	Monocot	GO:0003677:DNA binding; GO:0005634: nucleus; GO:0006355: regulation of transcription, DNA-templated;GO:0003677:DNA binding; GO:0005634: nucleus	GO:0009405(IGI):pathogenesis	POO:0000001:loss of pathogenicity	Mating Defect:No												ESO:0000001:gene disruption	Thomas Baldwin		8844149: Bakkeren G, Kronstad JW. (1996). "The pheromone cell signaling components of the Ustilago a mating-type loci determine intercompatibility between species." Genetics 143(4): 1601-1613. .	2015-01-13
PHI:I442	PHI:461	P0CY23	CST20	CST20;HST20;STE20	Serine/threonine-protein kinase CST20 (EC 2.7.11.1)	U73457	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0005524:ATP binding; GO:0005737: cytoplasm; GO:0005634: nucleus; GO:0004674: protein serine/threonine kinase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		8917571: Leberer E, Harcus D, Broadbent ID, Clark KL, Dignard D, Ziegelbauer K, Schmidt A, Gow NA, Brown AJ, Thomas DY. (1996). "Signal transduction through homologs of the Ste20p and Ste7p protein kinases can trigger hyphal formation in the pathogenic fungus Candida albicans." Proc Natl Acad Sci U S A 93(23): 13217-13222. 10.1073/pnas.93.23.13217.	2015-01-13
PHI:I443	PHI:462	C4YLK8	HST7	HST7;STE7;CAWG_01727	Serine/threonine-protein kinase STE7 homolog (EC 2.7.12.2)	L19195;CM000309	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0005524:ATP binding; GO:0004674: protein serine/threonine kinase activity		POO:0000003:unaffected pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		8917571: Leberer E, Harcus D, Broadbent ID, Clark KL, Dignard D, Ziegelbauer K, Schmidt A, Gow NA, Brown AJ, Thomas DY. (1996). "Signal transduction through homologs of the Ste20p and Ste7p protein kinases can trigger hyphal formation in the pathogenic fungus Candida albicans." Proc Natl Acad Sci U S A 93(23): 13217-13222. 10.1073/pnas.93.23.13217.	2015-01-13
PHI:I444	PHI:463	P02829	HSP90	HSP82;HSP90;YPL240C	ATP-dependent molecular chaperone HSP82 (82 kDa heat shock protein) (Heat shock protein Hsp90 heat-inducible isoform)	K01387;Z67751;Z73596;BK006949	4932:Saccharomyces cerevisiae		10090:Mus musculus (house mouse) 	n\a	GO:0006458:'de novo' protein folding; GO:0005524: ATPase activity, coupled; GO:0006200: ATP binding; GO:0042623: ATP catabolic process; GO:0000492: box C/D snoRNP assembly; GO:0005737: cytoplasm; GO:0042802: identical protein binding; GO:0032212: positive regulation of telomere maintenance via telomerase; GO:0043248: proteasome assembly; GO:0042026: protein refolding; GO:0006626: protein targeting to mitochondrion; GO:0006970: response to osmotic stress; GO:0051082: unfolded protein binding		POO:0000004:increased virulence (hypervirulence)													ESO:0000011:gene overexpression	Martin Urban,Rothamsted Research;Thomas Baldwin		9116640: Hodgetts S, Matthews R, Morrissey G, Mitsutake K, Piper P, Burnie J. (1996). "Over-expression of Saccharomyces cerevisiae hsp90 enhances the virulence of this yeast in mice." FEMS Immunol Med Microbiol 16(3-4): 229-234. 10.1016/s0928-8244(96)00088-0.	2015-01-13
PHI:I445	PHI:464	P87198	KIN1	kin1	Kinesin-like protein	U92844	5270:Ustilago maydis		4577:Zea mays	Monocot	GO:0005524:ATP binding; GO:0005871: kinesin complex; GO:0005874: microtubule; GO:0003777: microtubule-based movement; GO:0007018: microtubule motor activity		POO:0000003:unaffected pathogenicity													ESO:0000001:gene disruption	Thomas Baldwin		9218789: Lehmler C, Steinberg G, Snetselaar KM, Schliwa M, Kahmann R, Bölker M. (1997). "Identification of a motor protein required for filamentous growth in Ustilago maydis." EMBO J 16(12): 3464-3473. 10.1093/emboj/16.12.3464.	2015-01-13
PHI:I446	PHI:465	P87199	KIN2	kin2	Kinesin-like protein	U92845	5270:Ustilago maydis		4577:Zea mays	Monocot	GO:0005524:ATP binding; GO:0005871: kinesin complex; GO:0005874: microtubule; GO:0003777: microtubule-based movement; GO:0007018: microtubule motor activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption	Thomas Baldwin		9218789: Lehmler C, Steinberg G, Snetselaar KM, Schliwa M, Kahmann R, Bölker M. (1997). "Identification of a motor protein required for filamentous growth in Ustilago maydis." EMBO J 16(12): 3464-3473. 10.1093/emboj/16.12.3464.	2015-01-13
PHI:I447	PHI:466	P49605	UBC1	PKAR;UAC1;UBC1;UM06450	cAMP-dependent protein kinase regulatory subunit (PKA regulatory subunit)	L33917;AACP01000249	5270:Ustilago maydis		4577:Zea mays	Monocot	GO:0030552:cAMP binding; GO:0005952: cAMP-dependent protein kinase complex; GO:0008603: cAMP-dependent protein kinase regulator activity	GO:0009405(IMP):pathogenesis;GO:0044412:growth or development of symbiont in host	POO:0000002:reduced virulence	Penetration:No;Pre-penetration:No												ESO:0000001:gene disruption	Thomas Baldwin		9338961: Gold SE, Brogdon SM, Mayorga ME, Kronstad JW. (1997). "The Ustilago maydis regulatory subunit of a cAMP-dependent protein kinase is required for gall formation in maize." Plant Cell 9(9): 1585-1594. 10.1105/tpc.9.9.1585.;11043465: Krüger J, Loubradou G, Wanner G, Regenfelder E, Feldbrügge M, Kahmann R. (2000). "Activation of the cAMP pathway in Ustilago maydis reduces fungal proliferation and teliospore formation in plant tumors." Mol Plant Microbe Interact 13(10): 1034-1040. 10.1094/mpmi.2000.13.10.1034.	2015-01-13
PHI:I448	PHI:467	P87090	CPC1	CPC-1	Cross-pathway control protein 1	U96134	5116:Cryphonectria parasitica		134033:Castanea dentata (American chestnut) 	Dicot	GO:0008652:cellular amino acid biosynthetic process; GO:0005634: nucleus; GO:0043565: sequence-specific DNA binding; GO:0003700: sequence-specific DNA binding transcription factor activity; GO:0006351: transcription, DNA-templated	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000019:uncharacterised gene mutation	Martin Urban,Rothamsted Research;Thomas Baldwin		9501479: Wang P, Larson TG, Chen CH, Pawlyk DM, Clark JA, Nuss DL. (1998). "Cloning and characterization of a general amino acid control transcriptional activator from the chestnut blight fungus Cryphonectria parasitica." Fungal Genet Biol 23(1): 81-94. 10.1006/fgbi.1997.1023.	2015-01-13
