PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	Host_response	Experimental_evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
PHI:2697	Uniprot	 I1VGT8	AFI43936	UK7	NIP3	no data found	no	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2698	Uniprot	Q02039	ABR92629 	no data found	NIP1	no data found	no	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2696	Uniprot	 I1VGT7	AFI43935	UK7	NIP2	no data found	PHI:2698	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2698	Uniprot	Q02039	ABR92629 	no data found	NIP1	no data found	PHI:2696	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2696	Uniprot	 I1VGT7	AFI43935	UK7	NIP2	no data found	no	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2697	Uniprot	 I1VGT8	AFI43936	UK7	NIP3	no data found	no	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2698	Uniprot	Q02039	ABR92629 	no data found	NIP1	no data found	no	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2696	Uniprot	 I1VGT7	AFI43935	UK7	NIP2	no data found	PHI:2698	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2698	Uniprot	Q02039	ABR92629 	no data found	NIP1	no data found	PHI:2696	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2696	Uniprot	 I1VGT7	AFI43935	UK7	NIP2	no data found	no	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2697	Uniprot	 I1VGT8	AFI43936	UK7	NIP3	no data found	no	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2698	Uniprot	Q02039	ABR92629 	no data found	NIP1	no data found	no	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2696	Uniprot	 I1VGT7	AFI43935	UK7	NIP2	no data found	PHI:2698	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2698	Uniprot	Q02039	ABR92629 	no data found	NIP1	no data found	PHI:2696	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2696	Uniprot	 I1VGT7	AFI43935	UK7	NIP2	no data found	no	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2697	Uniprot	 I1VGT8	AFI43936	UK7	NIP3	no data found	no	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2698	Uniprot	Q02039	ABR92629 	no data found	NIP1	no data found	no	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2696	Uniprot	 I1VGT7	AFI43935	UK7	NIP2	no data found	PHI:2698	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2698	Uniprot	Q02039	ABR92629 	no data found	NIP1	no data found	PHI:2696	914237	Rhynchosporium commune	UK7	Barley leaf scald	Eudicot	4513	Barley	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22712509	Pubmed	10.1094/MPMI-03-12-0065-R	no comments
PHI:2699	Uniprot	Q8PPR7	AAM35507	306	HrpM	no data found	no	611301	Xanthomonas citri ssp. Citri	306	Citrus canker	Eudicot	2708	Lemon	Synthesis of a cyclic glucan	no data found	no data found	no data found	Loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	Hydrogen peroxide	7722-84-1	no data found	no data found	Gene mutation: characterised;  Gene complementation	na	RP	22738424	Pubmed	10.1111/j.1364-3703.2012.00809.x	Decreased resistance to H2O2 in comparison with the wild-type strain
PHI:2699	Uniprot	Q8PPR7	AAM35507	306	HrpM	no data found	no	611301	Xanthomonas citri ssp. Citri	306	Citrus canker	Eudicot	37656	Grapefruit	Synthesis of a cyclic glucan	no data found	no data found	no data found	Loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	Hydrogen peroxide	7722-84-1	no data found	no data found	Gene mutation: characterised;  Gene complementation	na	RP	22738424	Pubmed	10.1111/j.1364-3703.2012.00809.x	Decreased resistance to H2O2 in comparison with the wild-type strain
PHI:2700	Uniprot	J7MF98	BAM42534 	104-T	lac2	no data found	no	5465	Colletotrichum orbiculare	104-T	Cucumber anthracnose	Eudicot	3659	Cucumber	Laccase gene	no data found	no data found	no data found	Reduced virulence	no data found	yes	yes	no	wild type; aberrant	no data found	wild type	wild type	no data found	no data found	no data found	no data found	Gene disruption	na	RP	22934563	Pubmed	10.1094/MPMI-05-12-0131-R	no comments
PHI:2701	Uniprot	Q8PQN7	AAM35178	306	avrXacE1	no data found	no	346	Xanthomonas axonopodis pv. citri	no data found	Citrus canker	Eudicot	2711	Valencia orange	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	nucleus	no data found	Gene deletion: full; Gene complementation	na	RP	22435635	Pubmed	10.1111/j.1364-3703.2012.00797.x	no comments
PHI:2702	Uniprot	Q8PHM7	AAM38068	306	avrXacE2	no data found	no	346	Xanthomonas axonopodis pv. citri	no data found	Citrus canker	Eudicot	2711	Valencia orange	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	na	RP	22435635	Pubmed	10.1111/j.1364-3703.2012.00797.x	no comments
PHI:2703	Uniprot	Q8PI08	AAM37935 	306	xac3090	no data found	no	346	Xanthomonas axonopodis pv. citri	no data found	Citrus canker	Eudicot	2711	Valencia orange	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	chloroplast	no data found	Gene deletion: full; Gene complementation	na	RP	22435635	Pubmed	10.1111/j.1364-3703.2012.00797.x	no comments
PHI:2701	Uniprot	Q8PQN7	AAM35178	306	avrXacE1	no data found	PHI:2702	346	Xanthomonas axonopodis pv. citri	no data found	Citrus canker	Eudicot	2711	Valencia orange	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	nucleus	no data found	Gene deletion: full; Gene complementation	na	RP	22435635	Pubmed	10.1111/j.1364-3703.2012.00797.x	no comments
PHI:2702	Uniprot	Q8PHM7	AAM38068	306	avrXacE2	no data found	PHI:2701	346	Xanthomonas axonopodis pv. citri	no data found	Citrus canker	Eudicot	2711	Valencia orange	Effector protein	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	na	RP	22435635	Pubmed	10.1111/j.1364-3703.2012.00797.x	no comments
PHI:2704	Uniprot	 F6MFB4	FGSG_11025 	PH-1	Tri12	no data found	no	5518	Fusarium graminearum	PH-1	Fusarium head blight	Eudicot	4565	Wheat	Suggested to play a role in export of trichothecene mycotoxins produced by  Fusarium spp.	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	Plasma membrane	no data found	Gene disruption	na	RP	22835271	Pubmed	10.1094/MPMI-04-12-0081-R	no comments
PHI:2705	Uniprot	C9Z5Q5	CBG72886  	87.22	EsxA	no data found	no	1930	Streptomyces scabies	87.22	Common scab of potato	Eudicot	4113	Potato	ESX/type VII secretion system	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	na	RP	23009676	Pubmed	10.1111/j.1364-3703.2012.00835.x	no comments
