PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	IdentifierTypeOfGeneLocusID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Specific modification/s to the targeted protein or promoter	Accession ID for the modified genetic element  	Known interacting protein(s) in the pathogen	Interacting protein - locus ID 	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Pathogen_NCBI_strain_Taxonomy_ID	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Host_strain_genotype_or cultivar_taxonomy_ID_NCBI	HostGenotype_definedGene of interest	HostGenotype_definedGene of interest _AccessionID	tissue_type	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Disease_development_macroscopically_visible	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	TestedHostTarget_AccessionID	Interaction phenotype	Host_response	Experimental_evidence	Transient Assay Experimental Evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
PHI:2908	Uniprot	I1RBR4	Genbank	FGSG_01000	PH-1	Cyp51B	no data found					no	5518	Fusarium graminearum	229533	PH-1	Fusarium head blight	Eudicot	4081	Tomato	Encore 			fruits	P450 sterol 14a -demethylase, an enzyme essential for sterol biosynthesis and the target of azole fungicides	no data found	no data found	Sterol biosynthesis pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	reduced	no data found	wild type	reduced	Tebuconazole; Epoxiconazole; Propiconazole; Imazalil; Metconazole; Prochloraz; Difenoconazole	Propiconazole: CHEBI:8489	no data found			no data found	Gene deletion: full		na	RP	23442154	Pubmed	10.1111/nph.12193	Sensitivity to group 1, which includes tebuconazole, epoxiconazole, propiconazole and imazalil, is only affected signiﬁcantly by FgCYP51A deletion'/ Deletions of both FgCYP51A and FgCYP51B increased the sensitivity to Group 2 compunds which include metconazole, prochloraz and difenoconazole
PHI:2909	Uniprot	I1S2M5	EMBL	FGSG_11024	PH-1	Cyp51C	no data found					no	5518	Fusarium graminearum	229533	PH-1	Fusarium head blight	Eudicot	4081	Tomato	Encore 			fruits	P450 sterol 14a -demethylase, an enzyme essential for sterol biosynthesis and the target of azole fungicides	no data found	no data found	Sterol biosynthesis pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	wild type	no data found	wild type	wild type	Tebuconazole; Epoxiconazole; Propiconazole; Imazalil; Metconazole; Prochloraz; Difenoconazole	Propiconazole: CHEBI:8489	no data found			no data found	Gene deletion: full		na	RP	23442154	Pubmed	10.1111/nph.12193	Sensitivity to group 1, which includes tebuconazole, epoxiconazole, propiconazole and imazalil, is only affected signiﬁcantly by FgCYP51A deletion'/ Deletions of both FgCYP51A and FgCYP51B increased the sensitivity to Group 2 compunds which include metconazole, prochloraz and difenoconazole
PHI:2907	Uniprot	I6YDU0	Genbank	FGSG_04092	PH-1	Cyp51A	no data found					PHI:2909	5518	Fusarium graminearum	229533	PH-1	Fusarium head blight	Eudicot	4081	Tomato	Encore 			fruits	P450 sterol 14a -demethylase, an enzyme essential for sterol biosynthesis and the target of azole fungicides	no data found	no data found	Sterol biosynthesis pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	wild type	no data found	wild type	wild type	Tebuconazole; Epoxiconazole; Propiconazole; Imazalil; Metconazole; Prochloraz; Difenoconazole	Propiconazole: CHEBI:8489	no data found			no data found	Gene deletion: full		na	RP	23442154	Pubmed	10.1111/nph.12193	Sensitivity to group 1, which includes tebuconazole, epoxiconazole, propiconazole and imazalil, is only affected signiﬁcantly by FgCYP51A deletion'/ Deletions of both FgCYP51A and FgCYP51B increased the sensitivity to Group 2 compunds which include metconazole, prochloraz and difenoconazole
PHI:2908	Uniprot	I1RBR4	Genbank	FGSG_01000	PH-1	Cyp51B	no data found					PHI:2909	5518	Fusarium graminearum	229533	PH-1	Fusarium head blight	Eudicot	4081	Tomato	Encore 			fruits	P450 sterol 14a -demethylase, an enzyme essential for sterol biosynthesis and the target of azole fungicides	no data found	no data found	Sterol biosynthesis pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	reduced	no data found	wild type	reduced	Tebuconazole; Epoxiconazole; Propiconazole; Imazalil; Metconazole; Prochloraz; Difenoconazole	Propiconazole: CHEBI:8489	no data found			no data found	Gene deletion: full		na	RP	23442154	Pubmed	10.1111/nph.12193	Sensitivity to group 1, which includes tebuconazole, epoxiconazole, propiconazole and imazalil, is only affected signiﬁcantly by FgCYP51A deletion'/ Deletions of both FgCYP51A and FgCYP51B increased the sensitivity to Group 2 compunds which include metconazole, prochloraz and difenoconazole
PHI:2909	Uniprot	I1S2M5	EMBL	FGSG_11024	PH-1	Cyp51C	no data found					PHI:2907	5518	Fusarium graminearum	229533	PH-1	Fusarium head blight	Eudicot	4081	Tomato	Encore 			fruits	P450 sterol 14a -demethylase, an enzyme essential for sterol biosynthesis and the target of azole fungicides	no data found	no data found	Sterol biosynthesis pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	wild type	no data found	wild type	wild type	Tebuconazole; Epoxiconazole; Propiconazole; Imazalil; Metconazole; Prochloraz; Difenoconazole	Propiconazole: CHEBI:8489	no data found			no data found	Gene deletion: full		na	RP	23442154	Pubmed	10.1111/nph.12193	Sensitivity to group 1, which includes tebuconazole, epoxiconazole, propiconazole and imazalil, is only affected signiﬁcantly by FgCYP51A deletion'/ Deletions of both FgCYP51A and FgCYP51B increased the sensitivity to Group 2 compunds which include metconazole, prochloraz and difenoconazole
PHI:2909	Uniprot	I1S2M5	EMBL	FGSG_11024	PH-1	Cyp51C	no data found					PHI:2908	5518	Fusarium graminearum	229533	PH-1	Fusarium head blight	Eudicot	4081	Tomato	Encore 			fruits	P450 sterol 14a -demethylase, an enzyme essential for sterol biosynthesis and the target of azole fungicides	no data found	no data found	Sterol biosynthesis pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	reduced	no data found	wild type	reduced	Tebuconazole; Epoxiconazole; Propiconazole; Imazalil; Metconazole; Prochloraz; Difenoconazole	Propiconazole: CHEBI:8489	no data found			no data found	Gene deletion: full		na	RP	23442154	Pubmed	10.1111/nph.12193	Sensitivity to group 1, which includes tebuconazole, epoxiconazole, propiconazole and imazalil, is only affected signiﬁcantly by FgCYP51A deletion'/ Deletions of both FgCYP51A and FgCYP51B increased the sensitivity to Group 2 compunds which include metconazole, prochloraz and difenoconazole
PHI:2907	Uniprot	I6YDU0	Genbank	FGSG_04092	PH-1	Cyp51A	no data found					no	5518	Fusarium graminearum	229533	PH-1	Fusarium head blight	Eudicot	3750	Apple	Braeburn			fruits	P450 sterol 14a -demethylase, an enzyme essential for sterol biosynthesis and the target of azole fungicides	no data found	no data found	Sterol biosynthesis pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	wild type	no data found	wild type	wild type	Tebuconazole; Epoxiconazole; Propiconazole; Imazalil; Metconazole; Prochloraz; Difenoconazole	Propiconazole: CHEBI:8489	no data found			no data found	Gene deletion: full		na	RP	23442154	Pubmed	10.1111/nph.12193	Sensitivity to group 1, which includes tebuconazole, epoxiconazole, propiconazole and imazalil, is only affected signiﬁcantly by FgCYP51A deletion'/ Deletions of both FgCYP51A and FgCYP51B increased the sensitivity to Group 2 compunds which include metconazole, prochloraz and difenoconazole
PHI:2908	Uniprot	I1RBR4	Genbank	FGSG_01000	PH-1	Cyp51B	no data found					no	5518	Fusarium graminearum	229533	PH-1	Fusarium head blight	Eudicot	3750	Apple	Braeburn			fruits	P450 sterol 14a -demethylase, an enzyme essential for sterol biosynthesis and the target of azole fungicides	no data found	no data found	Sterol biosynthesis pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	reduced	no data found	wild type	reduced	Tebuconazole; Epoxiconazole; Propiconazole; Imazalil; Metconazole; Prochloraz; Difenoconazole	Propiconazole: CHEBI:8489	no data found			no data found	Gene deletion: full		na	RP	23442154	Pubmed	10.1111/nph.12193	Sensitivity to group 1, which includes tebuconazole, epoxiconazole, propiconazole and imazalil, is only affected signiﬁcantly by FgCYP51A deletion'/ Deletions of both FgCYP51A and FgCYP51B increased the sensitivity to Group 2 compunds which include metconazole, prochloraz and difenoconazole
PHI:2909	Uniprot	I1S2M5	EMBL	FGSG_11024	PH-1	Cyp51C	no data found					no	5518	Fusarium graminearum	229533	PH-1	Fusarium head blight	Eudicot	3750	Apple	Braeburn			fruits	P450 sterol 14a -demethylase, an enzyme essential for sterol biosynthesis and the target of azole fungicides	no data found	no data found	Sterol biosynthesis pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	wild type	no data found	wild type	wild type	Tebuconazole; Epoxiconazole; Propiconazole; Imazalil; Metconazole; Prochloraz; Difenoconazole	Propiconazole: CHEBI:8489	no data found			no data found	Gene deletion: full		na	RP	23442154	Pubmed	10.1111/nph.12193	Sensitivity to group 1, which includes tebuconazole, epoxiconazole, propiconazole and imazalil, is only affected signiﬁcantly by FgCYP51A deletion'/ Deletions of both FgCYP51A and FgCYP51B increased the sensitivity to Group 2 compunds which include metconazole, prochloraz and difenoconazole
PHI:2907	Uniprot	I6YDU0	Genbank	FGSG_04092	PH-1	Cyp51A	no data found					PHI:2909	5518	Fusarium graminearum	229533	PH-1	Fusarium head blight	Eudicot	3750	Apple	Braeburn			fruits	P450 sterol 14a -demethylase, an enzyme essential for sterol biosynthesis and the target of azole fungicides	no data found	no data found	Sterol biosynthesis pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	wild type	no data found	wild type	wild type	Tebuconazole; Epoxiconazole; Propiconazole; Imazalil; Metconazole; Prochloraz; Difenoconazole	Propiconazole: CHEBI:8489	no data found			no data found	Gene deletion: full		na	RP	23442154	Pubmed	10.1111/nph.12193	Sensitivity to group 1, which includes tebuconazole, epoxiconazole, propiconazole and imazalil, is only affected signiﬁcantly by FgCYP51A deletion'/ Deletions of both FgCYP51A and FgCYP51B increased the sensitivity to Group 2 compunds which include metconazole, prochloraz and difenoconazole
PHI:2908	Uniprot	I1RBR4	Genbank	FGSG_01000	PH-1	Cyp51B	no data found					PHI:2909	5518	Fusarium graminearum	229533	PH-1	Fusarium head blight	Eudicot	3750	Apple	Braeburn			fruits	P450 sterol 14a -demethylase, an enzyme essential for sterol biosynthesis and the target of azole fungicides	no data found	no data found	Sterol biosynthesis pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	reduced	no data found	wild type	reduced	Tebuconazole; Epoxiconazole; Propiconazole; Imazalil; Metconazole; Prochloraz; Difenoconazole	Propiconazole: CHEBI:8489	no data found			no data found	Gene deletion: full		na	RP	23442154	Pubmed	10.1111/nph.12193	Sensitivity to group 1, which includes tebuconazole, epoxiconazole, propiconazole and imazalil, is only affected signiﬁcantly by FgCYP51A deletion'/ Deletions of both FgCYP51A and FgCYP51B increased the sensitivity to Group 2 compunds which include metconazole, prochloraz and difenoconazole
PHI:2909	Uniprot	I1S2M5	EMBL	FGSG_11024	PH-1	Cyp51C	no data found					PHI:2907	5518	Fusarium graminearum	229533	PH-1	Fusarium head blight	Eudicot	3750	Apple	Braeburn			fruits	P450 sterol 14a -demethylase, an enzyme essential for sterol biosynthesis and the target of azole fungicides	no data found	no data found	Sterol biosynthesis pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	wild type	no data found	wild type	wild type	Tebuconazole; Epoxiconazole; Propiconazole; Imazalil; Metconazole; Prochloraz; Difenoconazole	Propiconazole: CHEBI:8489	no data found			no data found	Gene deletion: full		na	RP	23442154	Pubmed	10.1111/nph.12193	Sensitivity to group 1, which includes tebuconazole, epoxiconazole, propiconazole and imazalil, is only affected signiﬁcantly by FgCYP51A deletion'/ Deletions of both FgCYP51A and FgCYP51B increased the sensitivity to Group 2 compunds which include metconazole, prochloraz and difenoconazole
PHI:2909	Uniprot	I1S2M5	EMBL	FGSG_11024	PH-1	Cyp51C	no data found					PHI:2908	5518	Fusarium graminearum	229533	PH-1	Fusarium head blight	Eudicot	3750	Apple	Braeburn			fruits	P450 sterol 14a -demethylase, an enzyme essential for sterol biosynthesis and the target of azole fungicides	no data found	no data found	Sterol biosynthesis pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	reduced	no data found	wild type	reduced	Tebuconazole; Epoxiconazole; Propiconazole; Imazalil; Metconazole; Prochloraz; Difenoconazole	Propiconazole: CHEBI:8489	no data found			no data found	Gene deletion: full		na	RP	23442154	Pubmed	10.1111/nph.12193	Sensitivity to group 1, which includes tebuconazole, epoxiconazole, propiconazole and imazalil, is only affected signiﬁcantly by FgCYP51A deletion'/ Deletions of both FgCYP51A and FgCYP51B increased the sensitivity to Group 2 compunds which include metconazole, prochloraz and difenoconazole
PHI:2910	Uniprot	A7F519	Genbank	EDN97840	1980	Shk1	no data found					no	5180	Sclerotinia sclerotiorum 	no data found	HA61	no data found	Eudicot	3708	Rapeseeds	no data found			leaves	Two-component histidine kinase	no data found	no data found	HOG pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	reduced	no data found	reduced	no data found	Fludioxonil; Iprodione; Dimetachlone; Benzimidazole; Carbendazim; NaCl; KCl; Glucose; D-sorbitol; H2O2	Iprodione: CHEBI:28909; Benzimidazole: CHEBI:36622; Carbendazim: CHEBI:3392; NaCl: CHEBI:26710; KCl: CHEBI:32588; Glucose: CHEBI:17234 ; D-sorbitol: CHEBI:17924; H2O2: CHEBI:16240	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23724858	Pubmed	10.1111/mpp.12041	Disruption of Shk1 resulted in resistance to phenylpyrrole and dicarboximide fungi-cides and increased sensitivity to hyperosmotic stress and H2O2-induced oxidative stress
PHI:2910	Uniprot	A7F519	Genbank	EDN97840	1980	Shk1	no data found					no	5180	Sclerotinia sclerotiorum 	no data found	HA61	no data found	Eudicot	4081	Tomato	no data found			leaves	Two-component histidine kinase	no data found	no data found	HOG pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	reduced	no data found	reduced	no data found	Fludioxonil; Iprodione; Dimetachlone; Benzimidazole; Carbendazim; NaCl; KCl; Glucose; D-sorbitol; H2O2	Iprodione: CHEBI:28909; Benzimidazole: CHEBI:36622; Carbendazim: CHEBI:3392; NaCl: CHEBI:26710; KCl: CHEBI:32588; Glucose: CHEBI:17234 ; D-sorbitol: CHEBI:17924; H2O2: CHEBI:16240	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23724858	Pubmed	10.1111/mpp.12041	Disruption of Shk1 resulted in resistance to phenylpyrrole and dicarboximide fungi-cides and increased sensitivity to hyperosmotic stress and H2O2-induced oxidative stress
PHI:2910	Uniprot	A7F519	Genbank	EDN97840	1980	Shk1	no data found					no	5180	Sclerotinia sclerotiorum 	no data found	HA61	no data found	Eudicot	3659	Cucumber	no data found			leaves	Two-component histidine kinase	no data found	no data found	HOG pathway	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	reduced	no data found	reduced	no data found	Fludioxonil; Iprodione; Dimetachlone; Benzimidazole; Carbendazim; NaCl; KCl; Glucose; D-sorbitol; H2O2	Iprodione: CHEBI:28909; Benzimidazole: CHEBI:36622; Carbendazim: CHEBI:3392; NaCl: CHEBI:26710; KCl: CHEBI:32588; Glucose: CHEBI:17234 ; D-sorbitol: CHEBI:17924; H2O2: CHEBI:16240	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23724858	Pubmed	10.1111/mpp.12041	Disruption of Shk1 resulted in resistance to phenylpyrrole and dicarboximide fungi-cides and increased sensitivity to hyperosmotic stress and H2O2-induced oxidative stress
